n,parâmetro,valor_verdadeiro,média_estimador,viés,variância,desvio_padrão,EQM
30,β₀,1.0,0.9919235331606522,-0.008076466839347818,0.151996847499429,0.38986773077471926,0.15191007996853664
30,β₁,0.2,0.20142171104478657,0.0014217110447865555,0.003986312789750872,0.06313725358099505,0.003984347739255988
100,β₀,1.0,1.004328496791487,0.0043284967914869465,0.034763264527820054,0.18644909366317675,0.03474723714776614
100,β₁,0.2,0.19918949755963714,-0.0008105024403628758,0.0011834839544202658,0.03440180161590765,0.0011829573846716798
